role,target,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog
SAC:uterus,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SAC:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:water consumption,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,0.05ppm,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:[other],GenRA Pos Act=1 (1) AUC=0 p=1,598mg/m^3,40mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:adrenal gland,GenRA Neg Act=0 (0.354) AUC=0 p=1,326mg/kg/day,no_effect,no_effect,no_data,4.5mg/kg/day,no_data,25mg/kg/day,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:alanine aminotransferase (alt/sgpt),GenRA Neg Act=0 (0.487) AUC=0 p=0.985,200ppm,no_effect,0.25ppm,no_data,4mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:albumin,GenRA Pos Act=1 (0.737) AUC=0 p=0.98,598mg/m^3,160mg/kg/day,0.26mg/m^3,no_data,43.2mg/kg/day,no_data,25mg/kg/day,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:alkaline phosphatase (alp/alk),GenRA Neg Act=0 (0.423) AUC=0 p=0.94,2392mg/m^3,no_effect,0.5ppm,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:appearance and color,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:aspartate aminotransferase (ast/sgot),GenRA Pos Act=1 (1) AUC=0 p=1,800ppm,no_data,no_data,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:bile acids,GenRA Neg Act=0 (0.273) AUC=0 p=0.84,1196mg/m^3,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:bilirubin,GenRA Pos Act=1 (1) AUC=0 p=1,400ppm,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:body weight,GenRA Pos Act=1 (0.852) AUC=0.375 p=0.625,50ppm,40mg/kg/day,0.0625ppm,no_data,43.2mg/kg/day,no_data,5mg/kg/day,no_effect,600mg/kg/day,335mg/kg/day,no_data,200mg/kg/day,no_data,no_data,no_effect
SUB:bone,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:bone marrow,GenRA Neg Act=0 (0.235) AUC=0 p=0.965,no_effect,no_data,no_effect,no_data,43.2mg/kg/day,no_data,no_effect,no_effect,no_data,1330mg/kg/day,no_data,no_data,no_data,no_data,no_effect
SUB:brain,GenRA Neg Act=0 (0.431) AUC=0.25 p=0.875,210mg/kg/day,no_effect,no_effect,no_data,127.5mg/kg/day,no_data,25mg/kg/day,no_effect,800mg/kg/day,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:cholesterol,GenRA Neg Act=0 (0.354) AUC=0 p=0.955,50ppm,no_effect,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:clinical signs,GenRA Pos Act=1 (0.775) AUC=0 p=0.995,1196mg/m^3,80mg/kg/day,0.5ppm,no_data,100mg/kg/day,no_data,5mg/kg/day,no_effect,no_effect,1585mg/kg/day,no_data,375mg/kg/day,no_data,no_data,no_effect
SUB:clitoral gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:creatine phosphokinase,GenRA Neg Act=0 (0.354) AUC=0 p=0.955,2392mg/m^3,no_effect,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:creatinine,GenRA Neg Act=0 (0.147) AUC=0 p=0.805,no_data,no_effect,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:ear,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:eosinophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:epididymis,GenRA Neg Act=0 (0.171) AUC=0 p=0.885,no_effect,160mg/kg/day,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:erythrocyte (rbc) count differential,GenRA Pos Act=1 (0.576) AUC=0 p=0.985,50ppm,40mg/kg/day,no_effect,no_data,4.5mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:esophagus,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:estrous cycle,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,0.5ppm,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:eye,GenRA Neg Act=0 (0.073) AUC=0 p=0.9,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,400mg/kg/day,no_data,no_data,no_effect
SUB:food consumption,GenRA Pos Act=1 (0.63) AUC=0 p=0.97,69mg/kg/day,no_data,no_effect,no_data,101.9mg/kg/day,no_data,25mg/kg/day,no_effect,no_data,745mg/kg/day,no_data,no_data,no_data,no_data,no_effect
SUB:full gross necropsy,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:gallbladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:gamma glutamyl transpeptides (gtp),GenRA Pos Act=1 (1) AUC=0 p=1,400ppm,no_data,no_data,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:globulins,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,25mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:glucose,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:harderian gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:heart,GenRA Neg Act=0 (0.449) AUC=0.08333333333333334 p=0.975,1196mg/m^3,no_effect,1ppm,no_data,43.2mg/kg/day,no_data,no_effect,no_effect,no_effect,no_effect,no_data,190mg/kg/day,no_data,no_data,no_effect
SUB:hematocrit (hct),GenRA Pos Act=1 (0.576) AUC=0 p=0.975,326mg/kg/day,40mg/kg/day,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:hemoglobin (hgb),GenRA Pos Act=1 (0.576) AUC=0 p=0.975,2392mg/m^3,40mg/kg/day,no_effect,no_data,4.5mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:intestine large,GenRA Neg Act=0 (0.081) AUC=0 p=0.89,no_effect,no_effect,no_effect,no_data,no_effect,no_data,25mg/kg/day,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:intestine small,GenRA Neg Act=0 (0.081) AUC=0 p=0.92,no_effect,no_effect,no_effect,no_data,no_effect,no_data,25mg/kg/day,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:kidney,GenRA Pos Act=1 (0.676) AUC=0.14285714285714288 p=0.94,50ppm,no_effect,0.25ppm,no_data,43.2mg/kg/day,no_data,25mg/kg/day,no_effect,600mg/kg/day,820mg/kg/day,no_data,no_effect,no_data,no_data,137.4mg/kg/day
SUB:lacrimal gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:lactic acid dehydrogenase (ldh),GenRA Pos Act=1 (1) AUC=0 p=1,800ppm,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:larynx,GenRA Neg Act=0 (0.103) AUC=0 p=0.885,no_effect,no_effect,1ppm,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:leukocyte (wbc) count differential,GenRA Pos Act=1 (0.74) AUC=0 p=0.955,no_data,80mg/kg/day,1ppm,no_data,no_data,no_data,25mg/kg/day,no_data,no_effect,3870mg/kg/day,no_data,no_effect,no_data,no_data,no_data
SUB:lipids,GenRA Pos Act=1 (1) AUC=0 p=1,50ppm,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:liver,GenRA Neg Act=0 (0.652) AUC=0.6666666666666667 p=0.185,50ppm,no_effect,no_effect,no_data,433mg/kg/day,no_data,25mg/kg/day,1.33333mg/kg/day,800mg/kg/day,no_effect,no_data,190mg/kg/day,no_data,no_data,137.4mg/kg/day
SUB:lung,GenRA Pos Act=1 (0.524) AUC=0.32000000000000006 p=0.77,50ppm,no_effect,1ppm,no_data,no_effect,no_data,0.5mg/kg/day,1.33333mg/kg/day,no_effect,no_effect,no_data,375mg/kg/day,no_data,no_data,no_effect
SUB:lymph node,GenRA Neg Act=0 (0.134) AUC=0 p=0.85,no_effect,no_data,no_effect,no_data,no_effect,no_data,25mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:lymphocyte,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,160mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,3870mg/kg/day,no_data,no_data,no_data,no_data,no_data
SUB:mammary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:mean corpuscular (cell) volume (mcv),GenRA Pos Act=1 (0.576) AUC=0 p=0.975,50ppm,40mg/kg/day,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:mean corpuscular hemoglobin (mch),GenRA Pos Act=1 (0.523) AUC=0 p=0.905,50ppm,80mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:mean corpuscular hemoglobin concentration (mchc),GenRA Neg Act=0 (0.44) AUC=0 p=0.935,no_data,80mg/kg/day,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:monocytes,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,25mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:mortality,GenRA Pos Act=1 (0.76) AUC=0 p=0.985,no_data,no_effect,0.5ppm,no_data,100mg/kg/day,no_data,25mg/kg/day,1.33333mg/kg/day,400mg/kg/day,1585mg/kg/day,no_data,375mg/kg/day,no_data,no_data,no_effect
SUB:nerve,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:neutrophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,80mg/kg/day,0.125ppm,no_data,no_data,no_data,25mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:nose,GenRA Neg Act=0 (0.103) AUC=0 p=0.85,no_effect,no_effect,0.0625ppm,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:nucleated red blood cell (nrbc),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:occult blood,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:ovary,GenRA Neg Act=0 (0.073) AUC=0 p=0.865,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,3870mg/kg/day,no_data,no_effect,no_data,no_data,no_effect
SUB:pancreas,GenRA Neg Act=0 (0.171) AUC=0 p=0.9,no_effect,80mg/kg/day,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:parathyroid,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:parathyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:penis,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,1ppm,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:ph,GenRA Neg Act=0 (0.228) AUC=0 p=0.7,no_effect,no_data,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:pharynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:pituitary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:platelet,GenRA Neg Act=0 (0.436) AUC=0 p=0.95,no_data,40mg/kg/day,no_effect,no_data,no_data,no_data,25mg/kg/day,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:preputial gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:prostate,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:protein,GenRA Neg Act=0 (0.318) AUC=0 p=0.945,no_data,no_effect,0.51mg/m^3,no_data,no_data,no_data,25mg/kg/day,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:reticulocyte,GenRA Pos Act=1 (0.576) AUC=0 p=0.965,no_data,160mg/kg/day,no_effect,no_data,43.2mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:salivary glands,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:seminal vesicle,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:skeletal muscle,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:skin,GenRA Neg Act=0 (0.103) AUC=0 p=0.915,no_effect,no_effect,50mg/kg/day,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:sodium,GenRA Pos Act=1 (1) AUC=0 p=1,210mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:sorbitol dehydrogenase,GenRA Neg Act=0 (0.273) AUC=0 p=0.85,598mg/m^3,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:specific gravity/osmolality,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,199.8mg/kg/day,no_data,4mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:spinal cord,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:spleen,GenRA Neg Act=0 (0.235) AUC=0.6666666666666666 p=0.26,no_effect,no_effect,no_effect,no_data,433mg/kg/day,no_data,25mg/kg/day,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,137.4mg/kg/day
SUB:stomach,GenRA Neg Act=0 (0.335) AUC=0.875 p=0.02,no_effect,no_effect,199.8mg/kg/day,no_data,no_effect,no_data,25mg/kg/day,no_effect,800mg/kg/day,1585mg/kg/day,no_data,no_effect,no_data,no_data,no_effect
SUB:testes,GenRA Pos Act=1 (0.694) AUC=0.3333333333333333 p=0.785,210mg/kg/day,160mg/kg/day,1ppm,no_data,43.2mg/kg/day,no_data,no_effect,no_effect,no_effect,1585mg/kg/day,no_data,375mg/kg/day,no_data,no_data,no_effect
SUB:thymus,GenRA Neg Act=0 (0.342) AUC=0.14285714285714285 p=0.945,1196mg/m^3,no_effect,no_effect,no_data,no_effect,no_data,25mg/kg/day,no_effect,no_effect,1585mg/kg/day,no_data,no_effect,no_data,no_data,no_effect
SUB:thyroid gland,GenRA Neg Act=0 (0.273) AUC=0 p=0.965,326mg/kg/day,no_effect,no_effect,no_data,4mg/kg/day,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:tongue,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:trachea,GenRA Neg Act=0 (0.081) AUC=0 p=0.92,no_effect,no_effect,no_effect,no_data,no_effect,no_data,25mg/kg/day,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:triglycerides,GenRA Neg Act=0 (0.273) AUC=0 p=0.835,200ppm,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:urea nitrogen,GenRA Neg Act=0 (0.487) AUC=0 p=0.97,800ppm,no_effect,1.02mg/m^3,no_data,4mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:urinary bladder,GenRA Neg Act=0 (0.159) AUC=0.4375 p=0.53,no_effect,no_effect,no_effect,no_data,101.9mg/kg/day,no_data,no_effect,no_effect,no_effect,no_effect,no_data,400mg/kg/day,no_data,no_data,no_effect
SUB:uterus,GenRA Neg Act=0 (0.086) AUC=0 p=0.935,no_effect,no_effect,no_effect,no_data,45.7mg/kg/day,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data
SUB:volume,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,199.8mg/kg/day,no_data,4mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:water consumption,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,199.8mg/kg/day,no_data,4mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
