role,target,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog
SUB:food consumption,GenRA Neg Act=0 (0.453) AUC=0 p=0.945,no_effect,2728mg/kg/day,no_data,no_data,no_data,745mg/kg/day,1000mg/kg/day,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:full gross necropsy,GenRA Neg Act=0 (0.095) AUC=0 p=0.88,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:gallbladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_effect
SUB:globulins,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,1000mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:glucose,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_effect
SUB:harderian gland,GenRA Neg Act=0 (0.362) AUC=0 p=0.67,no_data,no_data,no_data,500mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:heart,GenRA Neg Act=0 (0.095) AUC=0 p=0.905,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:hematocrit (hct),GenRA Pos Act=1 (0.595) AUC=0 p=0.875,no_data,no_data,no_data,1000mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,5mg/kg/day,no_data,no_data,86.62mg/kg/day
SUB:hemoglobin (hgb),GenRA Pos Act=1 (0.63) AUC=0 p=0.895,678mg/kg/day,no_data,no_data,1000mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,5mg/kg/day,no_data,no_data,no_data
SUB:intestine large,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:intestine small,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:ketones,GenRA Pos Act=1 (1) AUC=0 p=1,65mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:kidney,GenRA Pos Act=1 (0.699) AUC=0.05555555555555556 p=0.985,240mg/kg/day,2728mg/kg/day,no_data,250mg/kg/day,no_data,820mg/kg/day,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,18.5mg/kg/day
SUB:larynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:leukocyte (wbc) count differential,GenRA Pos Act=1 (0.62) AUC=0 p=0.895,727mg/kg/day,no_data,no_data,no_effect,no_data,3870mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,67.14mg/kg/day
SUB:liver,GenRA Pos Act=1 (0.691) AUC=0 p=0.99,240mg/kg/day,885mg/kg/day,no_data,250mg/kg/day,no_data,no_effect,500mg/kg/day,no_data,no_data,no_effect,no_effect,5mg/kg/day,no_data,no_data,277.7mg/kg/day
SUB:lung,GenRA Neg Act=0 (0.095) AUC=0 p=0.865,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:lymph node,GenRA Neg Act=0 (0.149) AUC=0 p=0.865,no_effect,no_effect,no_data,1000mg/kg/day,no_data,no_data,no_effect,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:lymphocyte,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,3870mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:mammary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:mean corpuscular (cell) volume (mcv),GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:mean corpuscular hemoglobin (mch),GenRA Neg Act=0 (0.222) AUC=0 p=0.74,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,288.19mg/kg/day
SUB:mean corpuscular hemoglobin concentration (mchc),GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:mortality,GenRA Neg Act=0 (0.231) AUC=1 p=0,no_effect,no_effect,no_data,2000mg/kg/day,no_data,1585mg/kg/day,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:nerve,GenRA Neg Act=0 (0.095) AUC=0 p=0.895,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,1mg/kg/day,no_data,no_data,no_effect
SUB:nose,GenRA Neg Act=0 (0.118) AUC=0 p=0.865,no_effect,no_effect,no_data,1000mg/kg/day,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:occult blood,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:ovary,GenRA Neg Act=0 (0.113) AUC=0 p=0.91,no_effect,no_effect,no_data,no_effect,no_data,3870mg/kg/day,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:pancreas,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:parathyroid,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:parathyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:ph,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:pharynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:pituitary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:platelet,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:potassium,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,67.14mg/kg/day
SUB:preputial gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:prostate,GenRA Neg Act=0 (0.188) AUC=0 p=0.96,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,289mg/kg/day
SUB:protein,GenRA Neg Act=0 (0.33) AUC=0.125 p=0.905,no_data,no_data,no_data,no_effect,no_data,no_effect,1000mg/kg/day,no_data,no_data,2.01mg/kg/day,no_effect,no_data,no_data,no_data,no_effect
SUB:reticulocyte,GenRA Neg Act=0 (0.222) AUC=0 p=0.695,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,420mg/kg/day
SUB:salivary glands,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:seminal vesicle,GenRA Neg Act=0 (0.095) AUC=0 p=0.865,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:skeletal muscle,GenRA Neg Act=0 (0.225) AUC=0 p=0.75,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,20mg/kg/day,no_data,no_data,no_data
SUB:skin,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:sorbitol dehydrogenase,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:specific gravity/osmolality,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,2.89mg/kg/day,no_data,no_data,no_data,no_data,300mg/kg/day
SUB:spinal cord,GenRA Neg Act=0 (0.141) AUC=0 p=0.865,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_effect,no_data,20mg/kg/day,no_data,no_data,no_effect
SUB:spleen,GenRA Neg Act=0 (0.213) AUC=0.4285714285714286 p=0.58,no_effect,no_effect,no_data,2000mg/kg/day,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:stomach,GenRA Neg Act=0 (0.465) AUC=0.45 p=0.615,no_effect,2728mg/kg/day,no_data,2000mg/kg/day,no_data,1585mg/kg/day,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:testes,GenRA Neg Act=0 (0.313) AUC=0 p=0.99,no_effect,no_effect,no_data,no_effect,no_data,1585mg/kg/day,1000mg/kg/day,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:thymus,GenRA Neg Act=0 (0.326) AUC=0.8333333333333334 p=0.05,no_effect,no_effect,no_data,500mg/kg/day,no_data,1585mg/kg/day,no_effect,no_data,no_data,no_effect,no_effect,5mg/kg/day,no_data,no_data,no_effect
SUB:thyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:tongue,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:trachea,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect
SUB:triglycerides,GenRA Neg Act=0 (0.299) AUC=0 p=0.78,no_data,1038mg/kg/day,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:urea nitrogen,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:uric acid,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,496mg/kg/day
SUB:urinary bladder,GenRA Neg Act=0 (0.095) AUC=0 p=0.915,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:uterus,GenRA Neg Act=0 (0.095) AUC=0 p=0.885,no_effect,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_effect,no_effect,20mg/kg/day,no_data,no_data,no_effect
SUB:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
SUB:volume,GenRA Neg Act=0 (0.338) AUC=0 p=0.645,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,2.89mg/kg/day,no_data,no_data,no_data,no_data,no_effect
SUB:water consumption,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,2.89mg/kg/day,no_data,20mg/kg/day,no_data,no_data,no_data
