role,target,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog
SUB:body weight,GenRA Pos Act=1 (0.914) AUC=0.1111111111111111 p=0.65,13mg/kg/day,no_data,0.03ppm,12mg/kg/day,40mg/kg/day,14.85mg/kg/day,no_data,no_data,no_data,no_data,50mg/kg/day,117mg/kg/day,200mg/kg/day,406mg/kg/day,no_effect
SUB:bone,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:bone marrow,GenRA Neg Act=0 (0.095) AUC=0.1875 p=0.55,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,115mg/kg/day,no_effect,no_effect
SUB:brain,GenRA Neg Act=0 (0.338) AUC=0 p=0.99,45mg/kg/day,no_data,no_effect,no_effect,no_effect,5mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,406mg/kg/day,no_effect
SUB:calcium,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:cholesterol,GenRA Neg Act=0 (0.442) AUC=0 p=0.955,no_effect,no_data,no_data,4mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,597mg/kg/day,no_effect,349mg/kg/day,no_data
SUB:clinical signs,GenRA Pos Act=1 (0.635) AUC=0 p=1,no_effect,no_data,no_effect,4mg/kg/day,80mg/kg/day,5mg/kg/day,no_data,no_data,no_data,no_data,50mg/kg/day,61mg/kg/day,40mg/kg/day,349mg/kg/day,no_effect
SUB:clitoral gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:creatine phosphokinase,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:creatinine,GenRA Pos Act=1 (0.775) AUC=0 p=0.72,11mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,130mg/kg/day,no_data,0.625mg/kg/day
SUB:ear,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:eosinophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:epididymis,GenRA Neg Act=0 (0.277) AUC=0 p=0.985,no_effect,no_data,no_effect,1.2mg/kg/day,160mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,707mg/kg/day,no_effect
SUB:erythrocyte (rbc) count differential,GenRA Pos Act=1 (1) AUC=0 p=1,6mg/kg/day,no_data,24.4ppm,4mg/kg/day,40mg/kg/day,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_data,50mg/kg/day,200mg/kg/day,707mg/kg/day,no_data
SUB:esophagus,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:estrous cycle,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,445mg/kg/day,no_data,no_data
SUB:eye,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:flouride,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:food consumption,GenRA Neg Act=0 (0.19) AUC=0 p=0.96,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,570mg/kg/day,no_effect,406mg/kg/day,no_effect
SUB:full gross necropsy,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:gallbladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_data,no_data
SUB:globulins,GenRA Pos Act=1 (1) AUC=0 p=1,45mg/kg/day,no_data,no_data,no_data,no_data,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,349mg/kg/day,no_data
SUB:glucose,GenRA Neg Act=0 (0.247) AUC=0 p=0.955,no_effect,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,15mg/kg/day,no_effect,no_data,0.625mg/kg/day
SUB:harderian gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:heart,GenRA Neg Act=0 (0.181) AUC=0.5 p=0.42,no_effect,no_data,no_effect,no_effect,no_effect,100ppm,no_data,no_data,no_data,no_data,no_effect,no_effect,840mg/kg/day,no_effect,no_effect
SUB:hematocrit (hct),GenRA Pos Act=1 (1) AUC=0 p=1,6mg/kg/day,no_data,no_data,1.2mg/kg/day,40mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,50mg/kg/day,225mg/kg/day,707mg/kg/day,no_data
SUB:hemoglobin (hgb),GenRA Pos Act=1 (1) AUC=0 p=1,6mg/kg/day,no_data,no_data,1.2mg/kg/day,40mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,200mg/kg/day,707mg/kg/day,no_data
SUB:intestine large,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:intestine small,GenRA Neg Act=0 (0.176) AUC=0.6875 p=0.245,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,50mg/kg/day,117mg/kg/day,no_effect,no_effect,no_effect
SUB:kidney,GenRA Pos Act=1 (0.596) AUC=0.375 p=0.74,8.09mg/kg/day,no_data,no_effect,no_effect,no_effect,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_effect,1.5mg/kg/day,200mg/kg/day,707mg/kg/day,0.625mg/kg/day
SUB:lacrimal gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:lactic acid dehydrogenase (ldh),GenRA Pos Act=1 (1) AUC=0 p=1,8.09mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:larynx,GenRA Neg Act=0 (0.096) AUC=0.16666666666666669 p=0.6,no_effect,no_data,no_effect,no_effect,no_effect,180mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:leukocyte (wbc) count differential,GenRA Pos Act=1 (0.746) AUC=0 p=0.615,9.79mg/kg/day,no_data,no_data,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:liver,GenRA Pos Act=1 (0.691) AUC=0.2380952380952381 p=0.855,11mg/kg/day,no_data,no_effect,9mg/kg/day,no_effect,5mg/kg/day,no_data,no_data,no_data,no_data,no_effect,5.6mg/kg/day,840mg/kg/day,349mg/kg/day,0.625mg/kg/day
SUB:lung,GenRA Neg Act=0 (0.461) AUC=0.08333333333333331 p=0.99,45mg/kg/day,no_data,0ppm,no_effect,no_effect,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,0.625mg/kg/day
SUB:lymph node,GenRA Neg Act=0 (0.136) AUC=0.1875 p=0.515,no_effect,no_data,24.4ppm,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:lymphocyte,GenRA Pos Act=1 (1) AUC=0 p=1,9.79mg/kg/day,no_data,no_data,no_data,160mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:mammary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:mean corpuscular (cell) volume (mcv),GenRA Neg Act=0 (0.631) AUC=1 p=0,no_effect,no_data,no_data,no_data,40mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,200mg/kg/day,794mg/kg/day,no_data
SUB:mean corpuscular hemoglobin (mch),GenRA Neg Act=0 (0.631) AUC=1 p=0,no_effect,no_data,no_data,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,200mg/kg/day,794mg/kg/day,no_data
SUB:mean corpuscular hemoglobin concentration (mchc),GenRA Neg Act=0 (0.537) AUC=1 p=0,no_effect,no_data,no_data,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,200mg/kg/day,no_data,no_data
SUB:methemoglobin,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,30mg/kg/day,no_data,no_data
SUB:monocytes,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,1.2mg/kg/day,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:mortality,GenRA Pos Act=1 (0.514) AUC=0.36000000000000004 p=0.755,23mg/kg/day,no_data,no_effect,no_effect,no_effect,180mg/kg/day,no_data,no_data,no_data,no_data,50mg/kg/day,500mg/kg/day,250mg/kg/day,no_effect,no_effect
SUB:myeloid/erythroid (m:e) ratio,GenRA Pos Act=1 (1) AUC=0 p=1,8.09mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:nerve,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:neutrophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,0.03ppm,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:non-protein sulfhydryl (npsh),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.625mg/kg/day
SUB:nose,GenRA Neg Act=0 (0.218) AUC=0.5 p=0.46,no_effect,no_data,14.13ppm,no_effect,no_effect,1.49mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:nucleated red blood cell (nrbc),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,80mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,200mg/kg/day,no_data,no_data
SUB:occult blood,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
SUB:oral mucosa,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,4mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:ovary,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:pancreas,GenRA Neg Act=0 (0.096) AUC=0.1111111111111111 p=0.725,no_effect,no_data,no_effect,no_effect,80mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:parathyroid,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
SUB:parathyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:ph,GenRA Neg Act=0 (0.175) AUC=0.25 p=0.365,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,50mg/kg/day,no_data,no_data,no_data
SUB:pharynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:pituitary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:platelet,GenRA Pos Act=1 (0.704) AUC=0.375 p=0.23,no_effect,no_data,no_data,1.2mg/kg/day,40mg/kg/day,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,225mg/kg/day,no_data,no_data
SUB:preputial gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:prostate,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:protein,GenRA Pos Act=1 (0.536) AUC=0.0625 p=0.965,6mg/kg/day,no_data,no_data,no_effect,no_effect,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_effect,570mg/kg/day,no_effect,349mg/kg/day,no_data
SUB:reticulocyte,GenRA Pos Act=1 (1) AUC=0 p=1,6mg/kg/day,no_data,no_data,1.2mg/kg/day,160mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,200mg/kg/day,no_data,no_data
SUB:salivary glands,GenRA Neg Act=0 (0.096) AUC=0.2777777777777778 p=0.4,no_effect,no_data,no_effect,1.2mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:seminal vesicle,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:skeletal muscle,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:skin,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:sorbitol dehydrogenase,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:specific gravity/osmolality,GenRA Neg Act=0 (0.494) AUC=0 p=0.86,no_data,no_data,no_data,no_effect,no_data,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_effect,2000mg/kg/day,no_data,no_data,no_data
SUB:sperm measure,GenRA Pos Act=1 (1) AUC=0 p=1,2mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,115mg/kg/day,no_data,no_data
SUB:spinal cord,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:spleen,GenRA Neg Act=0 (0.086) AUC=0.16666666666666669 p=0.635,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,115mg/kg/day,no_effect,no_effect
SUB:stomach,GenRA Neg Act=0 (0.172) AUC=0 p=0.99,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,2.3mg/kg/day,310mg/kg/day,no_effect,no_effect
SUB:testes,GenRA Pos Act=1 (0.615) AUC=0 p=0.995,45mg/kg/day,no_data,no_effect,1.2mg/kg/day,160mg/kg/day,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,750mg/kg/day,707mg/kg/day,no_effect
SUB:thymus,GenRA Neg Act=0 (0.47) AUC=0.25 p=0.885,45mg/kg/day,no_data,24.4ppm,9mg/kg/day,no_effect,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:thyroid gland,GenRA Neg Act=0 (0.438) AUC=0.625 p=0.235,0.01mg/kg/day,no_data,no_effect,9mg/kg/day,no_effect,100ppm,no_data,no_data,no_data,no_data,10.7mg/kg/day,no_effect,no_effect,no_effect,no_effect
SUB:thyroxine (t4),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,1.2mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:tongue,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:trachea,GenRA Neg Act=0 (0.096) AUC=0.16666666666666669 p=0.675,no_effect,no_data,no_effect,no_effect,no_effect,100ppm,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:triglycerides,GenRA Neg Act=0 (0.203) AUC=0.16666666666666669 p=0.54,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,0.00625mg/kg/day
SUB:triiodothyronine (t3),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,1.2mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:urea nitrogen,GenRA Pos Act=1 (0.717) AUC=0 p=0.675,6mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,30mg/kg/day,no_data,no_data
SUB:uric acid,GenRA Pos Act=1 (1) AUC=0 p=1,8.09mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:urinary bladder,GenRA Neg Act=0 (0.086) AUC=0.2777777777777778 p=0.355,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,1.125mg/kg/day,no_effect,no_effect,no_effect
SUB:uterus,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:volume,GenRA Neg Act=0 (0.24) AUC=0.16666666666666669 p=0.525,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,0.625mg/kg/day
SUB:water consumption,GenRA Pos Act=1 (1) AUC=0 p=1,8.09mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,225mg/kg/day,no_data,no_data
